Default Monster Data					Stats								Movement and Combat					Attack 1			Attack 2			    Spell Attack		    Spell Attack 2		Resistances										Misc
#	Name	Picture	LVL	 HP 	AC	 EXP 	Treasure	Blood	Fly	Move	AI Type	Hst	Spd	Rec	Pref	Bonus	Type	Damage	Miss	Att%	Type	Damage	Miss	Use%	"Spl,Mas,Skil"	Use%	"Spl,Mas,Skil"	Fire	Air	Water	Earth	Mind	Spirit	Body	Light	Dark	Phys	Special
228	Queen Dragonfly	Dragonfly C	4	8	10	200	10D6	1	Y	Free	Normal	3	400	50	0	0	Phys	8D9	0	0	0	0	0	4	"Fire Bolt,N,3"	0	0	30	0	0	0	0	0	0	0	0	0	0
229	Dwarven Soldier	Dwarf A	10	40	38	200	5%5D10+L1Axe	1	N	Med	Normal	2	160	70	G	0	Phys	9D10+6	0	0	0	0	0	10	0	0	0	10	20	20	30	5	0	10	0	0	30	0
230	Dwarven Lieutenant	Dwarf B	20	100	116	600	10%10D10+L2Axe	1	N	Med	Aggress	2	180	80	G	0	Phys	15D15+3	0	0	0	0	0	20	0	0	0	20	30	30	33	5	0	20	0	0	33	0
231	Dwarven Commander	Dwarf C	30	180	196	1200	25%20D10+L3Axe	1	N	Short	Suicidal	2	200	80	G	BrkArmor	Phys	26D26+16	0	0	0	0	0	30	0	0	0	30	33	33	36	5	0	30	0	0	36	0
232	Tempest	Elemental Air A	16	73	90	416	0	0	Y	Free	Suicidal	3	220	90	0	0	Air	22D23+2	Air	0	0	0	0	16	"Sparks,E,9"	0	0	30	Imm	30	10	Imm	Imm	Imm	10	10	10	0
233	Cyclone	Elemental Air B	22	114	116	704	0	0	Y	Free	Suicidal	3	240	90	0	0	Air	31D32+28	Air	0	0	0	0	22	"Sparks,M,20"	0	"Lightning Bolt,M,18"	30	Imm	30	10	Imm	Imm	Imm	10	10	15	0
234	Air Elemental	Elemental Air C	33	207	142	1419	0	0	Y	Free	Suicidal	3	260	80	0	DrainSP	Air	46D47+26	Air	0	0	0	0	33	"Sparks,G,32"	0	"Lightning Bolt,G,24"	30	Imm	30	10	Imm	Imm	Imm	10	10	20	0
235	Clay Elemental	Elemental Earth A	25	137	196	875	30%L3Gem	0	N	Free	Suicidal	2	220	90	0	0	Phys	31D32+28	Earth	0	0	0	0	25	"Blades,E,16"	0	"Stone Skin,E,4"	30	10	30	Imm	Imm	Imm	Imm	10	10	10	0
236	Stone Elemental	Elemental Earth B	30	180	201	1200	35%L4Gem	0	N	Free	Suicidal	2	240	90	0	BrkArmor	Phys	41D41+19	Earth	0	0	0	0	30	"Rock Blast,M,11"	0	"Stone Skin,M,8"	30	10	30	Imm	Imm	Imm	Imm	10	10	15	0
237	Earth Elemental	Elemental Earth C	40	280	205	2000	40%L5Gem	0	N	Free	Suicidal	2	260	80	0	Uncon	Phys	53D53+11	Earth	0	0	0	0	40	"Blades,G,36"	0	"Stone Skin,G,12"	30	10	30	Imm	Imm	Imm	Imm	10	10	20	0
238	Warden of Fire	Elemental Fire A	13	55	116	299	0	0	Y	Free	Suicidal	3	220	90	0	0	Fire	21D22+8	Fire	0	0	0	0	13	"Fire Bolt,E,12"	0	"Haste,E,4"	Imm	30	10	30	Imm	Imm	Imm	10	10	10	0
239	Guardian of Flame	Elemental Fire B	26	145	155	936	0	0	Y	Free	Suicidal	3	240	90	0	0	Fire	37D37+27	Fire	0	0	0	0	26	"Fireball,M,13"	0	"Haste,M,8"	Imm	30	10	30	Imm	Imm	Imm	10	10	15	0
240	Fire Elemental	Elemental Fire C	39	269	193	1911	0	0	Y	Free	Suicidal	3	260	80	0	DrainSP	Fire	49D49+43	Fire	0	0	0	0	39	"Incinerate,G,38"	0	"Haste,G,12"	Imm	30	10	30	Imm	Imm	Imm	10	10	20	0
241	Lesser Light Elemental	Elemental Light A	15	67	103	375	0	0	Y	Free	Suicidal	3	240	80	0	0	Light	14D15	Light	0	0	0	0	15	0	0	0	30	10	30	30	Imm	Imm	Imm	Imm	10	10	"explode,5D8,light"
242	Light Elemental	Elemental Light B	23	121	142	759	0	0	Y	Free	Suicidal	3	260	80	0	0	Light	23D23+11	Light	0	0	0	0	23	0	0	0	30	10	30	30	Imm	Imm	Imm	Imm	10	15	"explode,5D8,light"
243	Greater Light Elemental	Elemental Light C	38	258	194	1824	0	0	Y	Free	Suicidal	3	280	80	0	0	Light	35D36+8	Light	0	0	0	0	38	0	0	0	30	10	30	30	Imm	Imm	Imm	Imm	10	20	"explode,5D8,light"
244	Sprite	Elemental Water A	14	61	90	336	0	0	N	Free	Suicidal	2	220	90	0	0	Water	31D32+8	Water	0	0	0	0	14	"IceBolt,E,10"	0	0	10	30	Imm	30	Imm	Imm	Imm	10	10	10	0
245	Sylph	Elemental Water B	24	129	129	816	0	0	N	Free	Suicidal	2	240	90	0	0	Water	41D41+19	Water	0	0	0	0	24	"Acid Burst,M,21"	0	0	10	30	Imm	30	Imm	Imm	Imm	10	10	15	0
246	Water Elemental	Elemental Water C	36	237	168	1656	0	0	N	Free	Suicidal	2	260	80	0	DrainSP	Water	56D56+4	Water	0	0	0	0	36	"IceBlast,G,39"	0	0	10	30	Imm	30	Imm	Imm	Imm	10	10	20	0
247	Elven Archer	Elf Archer A	11	45	116	231	5%6D10+L2Bow	1	N	Short	Normal	4	160	70	H	0	Phys	9D10	Arrow	0	0	0	0	11	0	0	0	10	10	10	10	5	5	5	0	0	5	0
248	Elven Scout	Elf Archer B	23	121	142	759	5%12D10+L3Bow	1	N	Short	Aggress	4	170	70	H	0	Phys	18D19+6	Arrow	0	0	0	0	23	0	0	0	15	15	15	15	10	5	10	0	0	10	0
249	Elven Ranger	Elf Archer C	35	227	196	1575	10%20D10+L4Bow	1	N	Short	Aggress	4	180	60	H	0	Phys	29D30+6	Arrow	0	0	0	0	35	0	0	0	20	20	20	20	15	5	15	0	0	15	"shot,x2"
250	Elven Warrior	Elf Spearman A	14	61	155	336	10%8D10+L2Spear	1	N	Long	Normal	2	240	80	H	0	Phys	11D12+4	0	0	0	0	0	14	0	0	0	10	10	10	10	5	5	5	0	0	5	0
251	Elven Defender	Elf Spearman B	22	114	196	704	15%16D10+L3Spear	1	N	Long	Aggress	2	260	70	H	0	Phys	18D18	0	0	0	0	0	22	0	0	0	15	15	15	15	10	5	10	0	0	10	0
252	Elven Lancer	Elf Spearman C	30	180	204	1200	25%25D10+L4Spear	1	N	Med	Aggress	2	280	60	H	0	Phys	26D26+16	0	0	0	0	0	30	0	0	0	20	20	20	20	15	5	15	0	0	15	0
253	Conscript	Fighter Chain A	14	61	193	336	5%10D10+L1Chain	1	N	Long	Normal	2	220	90	XE	0	Phys	12D13+4	0	0	0	0	0	14	0	0	0	10	10	10	10	15	10	15	0	0	10	0
254	Soldier	Fighter Chain B	24	129	200	816	5%20D10+L2Chain	1	N	Long	Aggress	2	240	80	XE	0	Phys	20D20+12	0	0	0	0	0	24	0	0	0	20	20	20	20	25	10	25	0	0	20	0
255	Fighter	Fighter Chain C	35	227	205	1575	10%30D10+L3Chain	1	N	Med	Aggress	2	260	70	XE	Brkweapon	Phys	29D30+14	0	0	0	0	0	35	0	0	0	30	30	30	30	32	10	32	0	0	30	0
256	Robber	Fighter Leather A	8	30	116	144	5%3D20+L1Leather	1	N	Long	Normal	2	200	100	E	0	Phys	8D9	0	0	0	0	0	8	0	0	0	5	5	5	5	10	10	10	0	0	5	0
257	Raider	Fighter Leather B	14	61	142	336	5%5D20+L2Leather	1	N	Long	Aggress	2	220	90	E	0	Phys	12D12	0	0	0	0	0	14	0	0	0	10	10	10	10	15	10	15	0	0	10	0
258	Bandit	Fighter Leather C	22	114	168	704	10%10D20+L3Leather	1	N	Med	Aggress	2	240	80	E	0	Phys	18D18	0	0	0	0	0	22	0	0	0	15	15	15	15	20	10	20	0	0	15	0
259	Initiate of the Sword	Fighter Plate A	60	280	220	3000	10%10D100+L4Plate	1	N	Long	Normal	2	250	80	XK	0	Phys	44D45+40	0	0	0	0	0	60	"Bless,N,3"	0	"Heroism,N,3"	50	50	30	50	50	30	50	30	30	20	0
260	Champion of the Sword	Fighter Plate B	80	600	228	5100	10%20D100+L5Plate	1	N	Med	Aggress	2	300	70	XK	0	Phys	53D54+38	0	0	0	0	0	80	"Bless,E,6"	0	"Heroism,E,6"	50	50	30	50	50	30	50	30	30	30	0
261	Master of the Sword	Fighter Plate C	100	999	232	9000	30%40D100+L6Plate	1	N	Short	Aggress	2	350	50	XK	0	Phys	61D61+59	0	0	0	0	0	100	"Bless,M,9"	0	"Heroism,M,9"	50	50	30	50	50	30	50	30	30	36	0
262	Stone Gargoyle	Gargoyle A	16	73	193	416	5%5D10+L2Amulet	0	Y	Long	Aggress	3	300	80	0	Weak	Phys	15D16+12	0	0	0	0	0	16	0	0	0	30	10	30	30	Imm	Imm	Imm	10	10	20	0
263	Marble Gargoyle	Gargoyle B	22	114	198	704	10%10D10+L2Amulet	0	Y	Long	Aggress	3	320	80	0	Paralyze	Phys	20D20+4	0	0	0	0	0	22	0	0	0	30	10	30	30	Imm	Imm	Imm	10	10	33	0
264	Obsidian Gargoyle	Gargoyle C	33	207	202	1419	20%25D10+L3Amulet	0	Y	Med	Suicidal	3	350	70	0	Paralyze	Phys	29D30+6	0	0	0	0	0	33	0	0	0	30	10	30	30	Imm	Imm	Imm	10	10	Imm	0
265	Djinni	Genie A	33	207	209	1419	30%L4	0	Y	Free	Aggress	3	200	60	M	0	Water	38D38+8	Water	0	0	0	0	33	"Acid Burst,M,19"	0	0	40	40	Imm	20	40	20	20	40	40	30	0
266	Genie	Genie B	44	325	215	2376	30%L5	0	Y	Free	Aggress	3	220	50	M	Asleep	Fire	49D49+19	Fire	0	0	0	0	44	"Fireball,M,18"	0	0	Imm	40	20	40	40	20	20	40	40	30	0
267	Efreet	Genie C	55	467	220	3575	30%L6	0	Y	Free	Aggress	3	250	40	M	Afraid	Air	59D59+35	Air	0	0	0	0	55	"Lightning Bolt,M,32"	0	"Day of Protection,M,4"	20	Imm	40	40	40	20	20	40	40	36	0
268	Shade	Ghost A	9	35	201	171	5%L2	0	Y	Free	Normal	3	240	100	CP	Afraid	Phys	9D10+6	0	0	0	0	0	9	0	0	0	10	10	Imm	10	Imm	10	Imm	0	30	10	0
269	Specter	Ghost B	13	55	204	299	10%L3	0	Y	Long	Normal	3	260	90	CP	Agex2	Phys	13D13+5	0	0	0	0	0	13	0	0	0	15	15	Imm	15	Imm	15	Imm	0	30	15	0
270	Ghost	Ghost C	19	93	207	551	20%L4	0	Y	Med	Suicidal	3	300	90	CP	Uncon	Phys	16D17+10	0	0	0	0	0	19	0	0	0	20	20	Imm	20	Imm	20	Imm	0	30	20	0
271	Goblin	Goblin A	4	13	10	45	4D4	1	N	Med	Normal	1	160	100	W	0	Phys	7D8	0	10	Phys	2D2	Arrow	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272	Hobgoblin	Goblin B	5	16	20	60	8D4	1	N	Med	Normal	1	170	100	W	0	Phys	8D9	0	15	Phys	2D2+1	Arrow	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
273	Goblin Lord	Goblin C	6	19	30	80	10%15D4+L1	1	N	Short	Aggress	1	180	90	W	0	Phys	9D9+7	0	25	Phys	2D2+4	Arrow	6	0	0	0	10	10	10	10	10	0	10	0	0	10	0
274	Gogling	AGog A	7	25	38	119	0	1	N	Short	Normal	2	200	90	S	0	Fire	10D11+2	Fire	0	0	0	0	17	0	0	0	Imm	10	10	10	10	5	10	0	0	10	"explode,2D10,fire"
275	Gog	AGog B	11	45	90	231	0	1	N	Short	Normal	2	220	85	S	0	Fire	13D13+9	Fire	0	0	0	0	26	0	0	0	Imm	15	15	15	15	5	15	0	0	15	"explode,2D10,fire"
276	Magog	AGog C	18	86	142	504	0	1	N	Short	Aggress	2	240	80	S	0	Fire	18D18+12	Fire	0	0	0	0	38	0	0	0	Imm	20	20	20	20	5	20	0	0	20	"explode,2D10,fire"
277	Bronze Golem	Golem A	22	114	212	704	20D8	0	N	Short	Suicidal	1	160	100	0	BrkArmor	Phys	24D24+4	0	10	Phys	6D5	Arrow	22	0	0	0	40	20	40	Imm	Imm	Imm	Imm	40	20	30	"explode,4D10,earth"
278	Brass Golem	Golem B	35	227	222	1575	30D8	0	N	Short	Suicidal	1	170	90	0	Brkweapon	Phys	35D35+11	0	15	Phys	8D5+4	Arrow	35	0	0	0	40	20	40	Imm	Imm	Imm	Imm	40	20	30	"explode,4D10,earth"
279	Gold Golem	Golem C	50	400	229	3000	50D8	0	N	Short	Suicidal	1	180	80	0	BrkItem	Phys	44D44+36	0	20	Phys	11D5+8	Arrow	50	0	0	0	40	20	40	Imm	Imm	Imm	Imm	40	20	36	"explode,4D10,earth"
280	Griffin	Griffin A	15	67	155	375	10D6	1	Y	Free	Normal	3	250	50	0	0	Phys	13D14+12	0	0	0	0	0	15	0	0	0	10	30	30	30	10	10	10	30	10	5	0
281	Hunting Griffin	Griffin B	23	121	198	759	15D6	1	Y	Long	Aggress	3	300	60	0	0	Phys	19D20+16	0	0	0	0	0	23	0	0	0	10	30	30	30	10	10	10	30	10	10	0
282	Royal Griffin	Griffin C	30	180	205	1200	30D6	1	Y	Med	Suicidal	3	320	70	0	0	Phys	27D28+16	0	0	0	0	0	30	0	0	0	10	30	30	30	10	10	10	30	10	15	0
283	Harpy	Harpy A	14	61	116	336	4D10	1	Y	Long	Aggress	3	250	90	X	Drunk	Phys	12D14	0	0	0	0	0	14	0	0	0	5	5	5	5	5	5	5	0	0	5	0
284	Harpy Hag	Harpy B	17	79	142	459	6D10	1	Y	Long	Aggress	3	300	90	X	Cursex2	Phys	14D15+12	0	0	0	0	0	17	0	0	0	5	5	5	5	5	5	5	0	0	10	0
285	Harpy Queen	Harpy C	19	93	168	551	20%10D10+L2Ring	1	Y	Long	Suicidal	3	350	80	X	Agex3	Phys	16D17+10	0	0	0	0	0	19	0	0	0	10	10	10	10	10	10	10	0	0	15	0
286	Fire Hydra	Hydra A	45	337	198	2475	50D10+L3	1	N	Med	Aggress	2	220	80	0	0	Fire	71D71+59	Fire	0	0	0	0	45	0	0	0	40	20	40	40	20	20	20	20	40	20	0
287	Air Hydra	Hydra B	55	467	215	3575	100D10+L4	1	N	Med	Aggress	2	240	80	0	0	Air	93D93+51	Air	0	0	0	0	55	0	0	0	40	20	40	40	20	20	20	20	40	30	0
288	Chaos Hydra	Hydra C	65	617	225	4875	200D10+L5	1	N	Short	Aggress	2	260	80	0	BrkArmor	Ener	71D71+59	Ener	0	0	0	0	65	0	0	0	40	20	40	40	20	20	20	20	40	40	0
289	Lich	Lich A	20	130	193	600	10%10D20+L3Misc	0	N	Med	Aggress	4	180	90	DC	0	Fire	26D27+22	Fire	0	0	0	0	30	"Toxic Cloud,E,4"	0	0	30	10	30	30	Imm	10	Imm	10	30	20	0
290	Power Lich	Lich B	30	220	198	1200	10%15D20+L4Misc	0	N	Med	Aggress	4	200	80	DC	DrainSP	Air	40D40+20	Air	0	0	0	0	40	"Shrapmetal,M,9"	0	0	30	10	30	30	Imm	10	Imm	10	30	25	0
291	Lich King	Lich C	40	310	204	2000	30%30D20+L5Misc	0	N	Short	Suicidal	4	220	70	DC	Insane	Dark	38D39+26	Dark	0	0	0	0	50	"Dragon Breath,M,5"	0	"Pain Reflection,M,12"	30	10	30	30	Imm	10	Imm	10	30	30	0
292	Sorcerer	Mage A	25	137	142	875	10%15D12+L3Staff	1	N	Med	Aggress	4	200	90	0	0	Light	24D24+12	Light	0	0	0	0	25	"Dispel Magic,E,4"	0	0	40	40	40	20	40	20	20	Imm	20	10	"Summon,air,Elemental Light A"
293	Wizard	Mage B	35	227	193	1575	10%25D12+L4Staff	1	N	Med	Aggress	4	220	80	0	0	Light	32D33+28	Light	0	0	0	0	35	"Dispel Magic,M,8"	0	"Hour of Power,M,8"	40	40	40	20	40	20	20	Imm	20	20	"Summon,air,Elemental Light B"
294	Archmage	Mage C	50	400	205	3000	30%40D12+L5Staff	1	N	Short	Aggress	4	240	70	0	0	Ener	42D43+6	Ener	0	0	0	0	50	"Hour of Power,M,12"	0	"Day of Protection,M,12"	40	40	40	20	40	20	20	Imm	20	30	"Summon,air,Elemental Light C"
295	Minicore	Manticore A	18	86	193	504	10D6	1	N	Long	Normal	3	260	90	DR	Poison2	Phys	15D15+7	Fire	0	0	0	0	18	0	0	0	Imm	30	20	30	30	10	30	30	30	10	0
296	Manticore 	Manticore B	27	153	201	999	15D6	1	N	Med	Aggress	3	280	80	DR	Poison3	Phys	23D24+12	Fire	0	0	0	0	27	0	0	0	Imm	30	20	30	30	10	30	30	30	20	0
297	Scorpicore	Manticore C	36	237	207	1656	30D6	1	N	Short	Suicidal	3	300	70	DR	Poison3x2	Phys	32D32+4	Fire	0	0	0	0	36	0	0	0	Imm	30	20	30	30	10	30	30	30	30	0
298	Medusa	Medusa A	35	227	196	1575	10%10D20+L3Misc	1	N	Med	Normal	2	200	80	0	Paralyze	Phys	29D30+22	Arrow	0	0	0	0	35	0	0	0	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	0	0
299	Queen Medusa	Medusa B	40	280	201	2000	10%15D20+L4Misc	1	N	Med	Aggress	2	220	80	0	Stone	Phys	33D34+18	Arrow	0	0	0	0	40	0	0	0	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	0	0
300	Empress Medusa	Medusa C	45	337	205	2475	30%30D20+L5Misc	1	N	Short	Suicidal	2	240	70	0	Stone	Phys	37D37+19	Arrow	0	0	0	0	45	0	0	0	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	0	0
301	Minotaur	AMinotaur A	39	269	212	2200	10%10D20+L4Axe	1	N	Long	Normal	2	250	80	0	0	Phys	37D38+30	0	0	0	0	0	39	0	0	0	40	20	40	40	20	20	20	20	40	10	0
302	Minotaur Headsman	AMinotaur B	59	552	220	5000	10%20D20+L5Axe	1	N	Med	Aggress	2	260	70	0	Insane	Phys	50D50+8	0	0	0	0	0	59	0	0	"Pain Reflection,M,4"	40	20	40	40	20	20	20	20	40	20	0
303	Minotaur Lord	AMinotaur C	79	922	226	9000	20%50D20+L6Axe	1	N	Short	Suicidal	2	300	60	0	Dead	Phys	59D59+43	0	0	0	0	0	79	0	0	"Pain Reflection,M,4"	40	20	40	40	20	20	20	20	40	30	0
304	Monk	Monk A	8	30	169	144	5%L1Misc	1	N	Long	Normal	2	200	100	M	0	Phys	12D13+4	0	0	0	0	0	8	0	0	0	5	5	5	5	10	5	10	30	0	5	0
305	Initiate	Monk B	16	73	194	416	5%L2Misc	1	N	Long	Aggress	2	220	90	M	0	Phys	16D17+12	0	0	0	0	0	16	"Harm,E,9"	0	0	10	10	10	10	15	10	15	30	0	10	0
306	Master	Monk C	27	153	204	999	10%L3Misc	1	N	Long	Suicidal	2	240	80	M	0	Phys	25D26+18	0	0	0	0	0	27	"Mind Blast,E,18"	0	0	15	15	15	15	25	15	25	30	0	15	0
307	Necromancer	Necromancer A	25	137	201	875	10%15D12+L3Boots	1	N	Med	Aggress	4	200	90	P	0	Dark	24D24+12	Dark	0	0	0	0	35	"Toxic Cloud,E,3"	0	0	40	40	40	20	Imm	20	20	20	Imm	10	"Summon,ground,Ghost A"
308	Speaker for the Dead	Necromancer B	35	227	205	1575	10%25D12+L4Boots	1	N	Med	Aggress	4	220	80	P	0	Dark	32D33+28	Dark	0	0	0	0	45	"Shrapmetal,M,7"	0	"Pain Reflection,M,7"	40	40	40	20	Imm	20	20	20	Imm	20	"Summon,ground,Ghost B"
309	Queen of the Dead	Necromancer C	50	400	212	3000	30%40D12+L5Boots	1	N	Short	Aggress	4	240	70	P	0	Dark	42D43+6	Dark	0	0	0	0	60	"Dragon Breath,M,5"	0	"Pain Reflection,M,10"	40	40	40	20	Imm	20	20	20	Imm	30	"Summon,ground,Ghost C"
310	Emerald Ooze	Ooze A	12	50	64	264	5%L2	0	N	Free	Normal	1	120	100	0	Brkweapon	Water	9D10+2	0	0	0	0	0	12	0	0	0	0	0	0	0	Imm	Imm	Imm	0	0	Imm	0
311	Sapphire Ooze	Ooze B	18	86	90	504	5%L3	0	N	Free	Suicidal	1	140	100	0	BrkArmor	Water	16D17	0	0	0	0	0	18	"Toxic Cloud,E,1"	0	0	0	0	0	0	Imm	Imm	Imm	0	0	Imm	0
312	Bloodstone Ooze	Ooze C	25	137	116	875	5%L4	0	N	Free	Suicidal	1	160	100	0	BrkItem	Water	24D24+12	0	0	0	0	0	25	"Toxic Cloud,E,2"	0	0	0	0	0	0	Imm	Imm	Imm	0	0	Imm	0
313	Peasant	Peasant Dwarf FemaleA A	1	3	0	11	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
314	Peasant	Peasant Dwarf FemaleA B	2	6	25	24	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315	Peasant	Peasant Dwarf FemaleA C	3	9	38	39	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	Peasant	Peasant Dwarf FemaleB A	1	3	0	11	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	Peasant	Peasant Dwarf FemaleB B	2	6	25	24	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	Peasant	Peasant Dwarf FemaleB C	3	9	39	39	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
319	Peasant	Peasant Dwarf FemaleC A	1	3	0	11	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	Peasant	Peasant Dwarf FemaleC B	2	6	25	24	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
321	Peasant	Peasant Dwarf FemaleC C	3	9	38	39	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322	Peasant	Peasant Dwarf MaleA A	1	3	0	11	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	Peasant	Peasant Dwarf MaleA B	2	6	25	24	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324	Peasant	Peasant Dwarf MaleA C	3	9	38	39	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325	Peasant	Peasant Dwarf MaleB A	1	3	0	11	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326	Peasant	Peasant Dwarf MaleB B	2	6	25	24	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327	Peasant	Peasant Dwarf MaleB C	3	9	38	39	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	Peasant	Peasant Dwarf MaleC A	1	3	0	11	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
329	Peasant	Peasant Dwarf MaleC B	2	6	25	24	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
330	Peasant	Peasant Dwarf MaleC C	3	9	38	39	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331	Peasant	Peasant Elf FemaleA A	1	3	0	11	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332	Peasant	Peasant Elf FemaleA B	2	6	25	24	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
333	Peasant	Peasant Elf FemaleA C	3	9	38	39	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334	Peasant	Peasant Elf FemaleB A	1	3	0	11	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
335	Peasant	Peasant Elf FemaleB B	2	6	25	24	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336	Peasant	Peasant Elf FemaleB C	3	9	38	39	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337	Peasant	Peasant Elf FemaleC A	1	3	0	11	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338	Peasant	Peasant Elf FemaleC B	2	6	25	24	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
339	Peasant	Peasant Elf FemaleC C	3	9	38	39	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340	Peasant	Peasant Elf MaleA A	1	3	0	11	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
341	Peasant	Peasant Elf MaleA B	2	6	25	24	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
342	Peasant	Peasant Elf MaleA C	3	9	38	39	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343	Peasant	Peasant Elf MaleB A	1	3	0	11	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
344	Peasant	Peasant Elf MaleB B	2	6	25	24	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
345	Peasant	Peasant Elf MaleB C	3	9	38	39	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
346	Peasant	Peasant Elf MaleC A	1	3	0	11	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	5D6+2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
