Default Monster Data					Stats								Movement and Combat					Attack 1			Attack 2			    Spell Attack		    Spell Attack 2		Resistances										Misc
#	Name	Picture	LVL	 HP 	AC	 EXP 	Treasure	Blood	Fly	Move	AI Type	Hst	Spd	Rec	Pref	Bonus	Type	Damage	Miss	Att%	Type	Damage	Miss	Use%	"Spl,Mas,Skil"	Use%	"Spl,Mas,Skil"	Fire	Air	Water	Earth	Mind	Spirit	Body	Light	Dark	Phys	Special
229	Dwarven Soldier	Dwarf A	16	96	176	458	5%5D10+L1Axe	1	N	Med	Normal	2	160	70	G	0	Phys	25D25+21	0	0	0	0	0	16	0	0	0	70	70	70	105	0	70	70	0	0	0	0
230	Dwarven Lieutenant	Dwarf B	20	109	191	641	10%10D10+L2Axe	1	N	Med	Aggress	2	180	80	G	0	Phys	28D28+23	0	0	0	0	0	20	0	0	0	92	92	92	120	10	92	92	10	10	0	0
231	Dwarven Commander	Dwarf C	27	124	206	897	25%20D10+L3Axe	1	N	Short	Suicidal	2	200	80	G	0	Phys	33D33+1	0	0	0	0	0	27	0	0	0	115	125	125	136	20	125	115	20	20	0	0
232	Tempest	Elemental Air A	19	119	97	582	0	0	Y	Free	Suicidal	3	220	90	0	0	Air	27D28+11	Air	0	0	0	0	19	"Sparks,E,9"	0	0	95	Imm	95	25	Imm	Imm	95	25	25	0	0
233	Cyclone	Elemental Air B	24	135	112	814	0	0	Y	Free	Suicidal	3	240	90	0	0	Air	31D31+8	Air	0	0	0	0	24	"Sparks,M,20"	0	"Lightning Bolt,M,18"	110	Imm	110	40	Imm	Imm	110	40	40	0	0
234	Air Elemental	Elemental Air C	32	154	127	1139	0	0	Y	Free	Suicidal	3	260	80	0	0	Air	35D36+32	Air	0	0	0	0	32	"Sparks,G,32"	0	"Lightning Bolt,G,24"	125	Imm	125	55	Imm	Imm	125	55	55	0	0
235	Clay Elemental	Elemental Earth A	26	180	200	934	30%L3Gem	0	N	Free	Suicidal	2	220	90	0	0	Phys	32D32+26	Earth	0	0	0	0	26	"Blades,E,16"	0	"Stone Skin,E,4"	95	25	95	Imm	Imm	Imm	95	25	25	0	0
236	Stone Elemental	Elemental Earth B	33	205	215	1307	35%L4Gem	0	N	Free	Suicidal	2	240	90	0	0	Phys	36D37	Earth	0	0	0	0	33	"Rock Blast,M,11"	0	"Stone Skin,M,8"	110	40	110	Imm	Imm	Imm	110	40	40	0	0
237	Earth Elemental	Elemental Earth C	43	234	230	1829	40%L5Gem	0	N	Free	Suicidal	2	260	80	0	Uncon	Phys	41D42+14	Earth	0	0	0	0	43	"Blades,G,36"	0	"Stone Skin,G,12"	125	55	125	Imm	Imm	Imm	125	55	55	0	0
238	Warden of Fire	Elemental Fire A	21	141	144	721	0	0	Y	Free	Suicidal	3	220	90	0	0	Fire	29D29+7	Fire	0	0	0	0	21	"Fire Bolt,E,12"	0	"Haste,E,4"	Imm	95	25	95	Imm	Imm	95	25	25	0	0
239	Guardian of Flame	Elemental Fire B	27	160	159	1009	0	0	Y	Free	Suicidal	3	240	90	0	0	Fire	33D33+1	Fire	0	0	0	0	27	"Fireball,M,13"	0	"Haste,M,8"	Imm	110	40	110	Imm	Imm	110	40	40	0	0
240	Fire Elemental	Elemental Fire C	35	183	174	1412	0	0	Y	Free	Suicidal	3	260	80	0	DrainSPx5	Fire	37D38+7	Fire	0	0	0	0	35	"Incinerate,G,38"	0	"Haste,G,12"	Imm	125	55	125	Imm	Imm	125	55	55	0	0
241	Lesser Light Elemental	Elemental Light A	20	134	113	678	0	0	Y	Free	Suicidal	3	240	80	0	0	Light	28D28+23	Light	0	0	0	0	20	0	0	0	95	25	95	95	Imm	Imm	95	Imm	25	0	"explode,5D8,light"
242	Light Elemental	Elemental Light B	26	152	128	949	0	0	Y	Free	Suicidal	3	260	80	0	0	Light	32D32+26	Light	0	0	0	0	26	0	0	0	110	40	110	110	Imm	Imm	110	Imm	40	0	"explode,5D8,light"
243	Greater Light Elemental	Elemental Light C	33	174	143	1328	0	0	Y	Free	Suicidal	3	280	80	0	0	Light	36D37	Light	0	0	0	0	33	0	0	0	125	55	125	125	Imm	Imm	125	Imm	55	0	"explode,5D8,light"
244	Sprite	Elemental Water A	20	129	105	644	0	0	N	Free	Suicidal	2	220	90	0	0	Water	28D28+23	Water	0	0	0	0	20	"IceBolt,E,10"	0	0	25	95	Imm	95	Imm	Imm	95	25	25	0	0
245	Sylph	Elemental Water B	26	147	120	901	0	0	N	Free	Suicidal	2	240	90	0	0	Water	32D32+26	Water	0	0	0	0	26	"Acid Burst,M,21"	0	0	40	110	Imm	110	Imm	Imm	110	40	40	0	0
246	Water Elemental	Elemental Water C	33	167	135	1261	0	0	N	Free	Suicidal	2	260	80	0	DrainSPx5	Water	36D37	Water	0	0	0	0	33	"IceBlast,G,39"	0	0	55	125	Imm	125	Imm	Imm	125	55	55	0	0
247	Elven Archer	Elf Archer A	18	118	144	588	5%6D10+L2Bow	1	N	Short	Normal	4	160	70	H	0	Phys	26D27+24	Arrow	0	0	0	0	18	0	0	0	36	36	36	36	0	18	18	0	0	0	0
248	Elven Scout	Elf Archer B	23	134	159	823	5%12D10+L3Bow	1	N	Short	Aggress	4	170	70	H	0	Phys	30D30+28	Arrow	0	0	0	0	23	0	0	0	57	57	57	57	0	22	40	0	0	0	0
249	Elven Ranger	Elf Archer C	30	153	174	1152	10%20D10+L4Bow	1	N	Short	Aggress	4	180	60	H	0	Phys	34D35+21	Arrow	0	0	0	0	30	0	0	0	79	79	79	79	0	26	61	0	0	0	"shot,x2"
250	Elven Warrior	Elf Spearman A	18	107	185	513	10%8D10+L2Spear	1	N	Long	Normal	2	240	80	H	0	Phys	26D27+24	0	0	0	0	0	18	0	0	0	36	36	36	36	0	18	18	0	0	0	0
251	Elven Defender	Elf Spearman B	23	121	200	718	15%16D10+L3Spear	1	N	Long	Aggress	2	260	70	H	0	Phys	30D30+28	0	0	0	0	0	23	0	0	0	57	57	57	57	0	22	40	0	0	0	0
252	Elven Lancer	Elf Spearman C	30	139	215	1005	25%25D10+L4Spear	1	N	Med	Aggress	2	280	60	H	0	Phys	34D35+21	0	0	0	0	0	30	0	0	0	79	79	79	79	0	26	61	0	0	0	0
253	Conscript	Fighter Chain A	20	125	195	625	5%10D10+L1Chain	1	N	Long	Normal	2	220	90	XE	0	Phys	28D28+23	0	0	0	0	0	20	0	0	0	46	46	46	46	0	46	46	0	0	0	0
254	Soldier	Fighter Chain B	26	142	210	875	5%20D10+L2Chain	1	N	Long	Aggress	2	240	80	XE	0	Phys	32D32+26	0	0	0	0	0	26	0	0	0	75	75	75	75	0	40	75	0	0	0	0
255	Fighter	Fighter Chain C	33	162	225	1225	10%30D10+L3Chain	1	N	Med	Aggress	2	260	70	XE	0	Phys	36D37	0	0	0	0	0	33	0	0	0	100	100	100	100	0	34	100	0	0	0	0
256	Robber	Fighter Leather A	18	107	185	513	5%3D20+L1Leather	1	N	Long	Normal	2	200	100	E	0	Phys	26D27+24	0	0	0	0	0	18	0	0	0	28	28	28	28	0	28	28	28	28	0	0
257	Raider	Fighter Leather B	23	121	200	718	5%5D20+L2Leather	1	N	Long	Aggress	2	220	90	E	0	Phys	30D30+28	0	0	0	0	0	23	0	0	0	45	45	45	45	0	45	45	45	45	0	0
258	Bandit	Fighter Leather C	30	139	215	1005	10%10D20+L3Leather	1	N	Med	Aggress	2	240	80	E	0	Phys	34D35+21	0	0	0	0	0	30	0	0	0	61	61	61	61	0	61	61	61	61	0	0
259	Initiate of the Sword	Fighter Plate A	65	567	236	3922	10%10D100+L4Plate	1	N	Long	Normal	2	250	80	XK	0	Phys	51D51+24	0	30	Phys	51D102+24	0	65	"Bless,N,3"	0	"Heroism,N,3"	165	165	95	165	75	165	165	95	95	0	0
260	Champion of the Sword	Fighter Plate B	84	646	251	5490	10%20D100+L5Plate	1	N	Med	Aggress	2	300	70	XK	0	Phys	58D58+28	0	30	Phys	58D145+28	0	84	"Bless,E,6"	0	"Heroism,E,6"	180	180	110	180	90	180	180	110	110	0	0
261	Master of the Sword	Fighter Plate C	109	737	266	7685	30%40D100+L6Plate	1	N	Short	Aggress	2	350	50	XK	0	Phys	66D66+46	0	30	Phys	66D198+46	0	109	"Bless,M,9"	0	"Heroism,M,9"	195	195	125	195	105	195	195	125	125	0	0
262	Stone Gargoyle	Gargoyle A	19	119	187	582	5%5D10+L2Amulet	0	Y	Long	Aggress	3	300	80	0	Weakx5	Phys	27D28+11	0	0	0	0	0	19	0	0	0	95	25	95	95	Imm	Imm	165	25	25	0	0
263	Marble Gargoyle	Gargoyle B	24	135	202	814	10%10D10+L2Amulet	0	Y	Long	Aggress	3	320	80	0	Paralyze	Phys	31D31+8	0	0	0	0	0	24	0	0	0	110	40	110	110	Imm	Imm	180	40	40	0	0
264	Obsidian Gargoyle	Gargoyle C	32	154	217	1139	20%25D10+L3Amulet	0	Y	Med	Suicidal	3	350	70	0	Paralyze	Phys	35D36+32	0	0	0	0	0	32	0	0	0	125	55	125	125	Imm	Imm	195	55	55	Imm	0
265	Djinni	Genie A	36	301	193	1690	30%L4	0	Y	Free	Aggress	3	200	60	M	0	Water	38D38+9	Water	0	0	0	0	36	"Acid Burst,M,19"	0	0	130	130	Imm	60	95	60	95	130	130	0	0
266	Genie	Genie B	46	343	208	2366	30%L5	0	Y	Free	Aggress	3	220	50	M	Asleepx3	Fire	43D43+8	Fire	0	0	0	0	46	"Fireball,M,18"	0	0	Imm	145	75	145	110	75	110	145	145	0	0
267	Efreet	Genie C	60	391	223	3312	30%L6	0	Y	Free	Aggress	3	250	40	M	Afraidx3	Air	49D49+22	Air	0	0	0	0	60	"Lightning Bolt,M,32"	0	"Day of Protection,M,4"	90	Imm	160	160	125	90	125	160	160	0	0
268	Shade	Ghost A	11	55	159	234	5%L2	0	Y	Free	Normal	3	240	100	CP	Afraidx3	Phys	21D21+3	0	0	0	0	0	11	0	0	0	36	36	Imm	36	Imm	36	Imm	0	106	0	0
269	Specter	Ghost B	14	62	174	327	10%L3	0	Y	Long	Normal	3	260	90	CP	0	Phys	23D24+13	0	0	0	0	0	14	0	0	0	57	57	Imm	57	Imm	57	Imm	0	110	0	0
270	Ghost	Ghost C	18	71	189	457	20%L4	0	Y	Med	Suicidal	3	300	90	CP	Uncon	Phys	26D27+24	0	0	0	0	0	18	0	0	0	79	79	Imm	79	Imm	79	Imm	0	114	0	0
271	Goblin	Goblin A	4	14	10	42	4D4	1	N	Med	Normal	1	160	100	W	0	Phys	12D13+5	0	10	Phys	12D13+5	Arrow	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
272	Hobgoblin	Goblin B	5	15	25	58	8D4	1	N	Med	Normal	1	170	100	W	0	Phys	14D14+5	0	15	Phys	14D14+5	Arrow	5	0	0	0	12	12	12	12	12	12	12	12	12	0	0
273	Goblin Lord	Goblin C	6	18	40	81	10%15D4+L1	1	N	Short	Aggress	1	180	90	W	0	Phys	15D16+2	0	25	Phys	15D16+2	Arrow	6	0	0	0	24	24	24	24	24	24	24	24	24	0	0
274	Gogling	AGog A	9	47	80	195	0	1	N	Short	Normal	2	200	90	S	0	Fire	19D19+2	Fire	0	0	0	0	9	0	0	0	Imm	41	41	41	41	16	41	0	0	0	"explode,2D10,fire"
275	Gog	AGog B	11	53	95	273	0	1	N	Short	Normal	2	220	85	S	0	Fire	21D21+3	Fire	0	0	0	0	11	0	0	0	Imm	61	61	61	61	22	61	10	10	0	"explode,2D10,fire"
276	Magog	AGog C	15	61	110	382	0	1	N	Short	Aggress	2	240	80	S	0	Fire	24D25+5	Fire	0	0	0	0	15	0	0	0	Imm	81	81	81	81	28	81	20	20	0	"explode,2D10,fire"
277	Bronze Golem	Golem A	29	223	247	1210	20D8	0	N	Short	Suicidal	1	160	100	0	0	Phys	34D34+15	0	10	Phys	34D34+15	Arrow	29	0	0	0	130	60	130	Imm	Imm	Imm	130	130	60	0	"explode,4D10,earth"
278	Brass Golem	Golem B	37	254	262	1694	30D8	0	N	Short	Suicidal	1	170	90	0	0	Phys	38D39+12	0	15	Phys	38D39+12	Arrow	37	0	0	0	145	75	145	Imm	Imm	Imm	145	145	75	0	"explode,4D10,earth"
279	Gold Golem	Golem C	49	289	277	2371	50D8	0	N	Short	Suicidal	1	180	80	0	0	Phys	44D44+42	0	20	Phys	44D44+42	Arrow	49	0	0	0	160	90	160	Imm	Imm	Imm	160	160	90	0	"explode,4D10,earth"
280	Griffin	Griffin A	18	111	184	535	10D6	1	Y	Free	Normal	3	250	50	0	0	Phys	26D27+24	0	0	0	0	0	18	0	0	0	25	95	95	95	25	25	25	95	25	0	0
281	Hunting Griffin	Griffin B	23	126	199	749	15D6	1	Y	Long	Aggress	3	300	60	0	0	Phys	30D30+28	0	0	0	0	0	23	0	0	0	40	110	110	110	40	40	40	110	40	0	0
282	Royal Griffin	Griffin C	30	144	214	1048	30D6	1	Y	Med	Suicidal	3	320	70	0	0	Phys	34D35+21	0	0	0	0	0	30	0	0	0	55	125	125	125	55	55	55	125	55	0	0
283	Harpy	Harpy A	13	70	118	308	4D10	1	Y	Long	Aggress	3	250	90	X	Cursex2	Phys	22D23+19	0	0	0	0	0	13	0	0	0	12	12	12	12	12	12	12	0	0	0	0
284	Harpy Hag	Harpy B	16	79	133	431	6D10	1	Y	Long	Aggress	3	300	90	X	Cursex4	Phys	25D25+21	0	0	0	0	0	16	0	0	0	26	26	26	26	26	26	26	10	10	0	0
285	Harpy Queen	Harpy C	21	91	148	603	20%10D10+L2Ring	1	Y	Long	Suicidal	3	350	80	X	Cursex6	Phys	29D29+7	0	0	0	0	0	21	0	0	0	42	42	42	42	42	42	42	20	20	0	0
286	Fire Hydra	Hydra A	45	429	202	2505	50D10+L3	1	N	Med	Aggress	2	220	80	0	0	Fire	42D43+11	Fire	0	0	0	0	45	0	0	0	130	60	130	130	60	60	60	60	130	0	0
287	Air Hydra	Hydra B	58	489	217	3507	100D10+L4	1	N	Med	Aggress	2	240	80	0	0	Air	48D48+38	Air	0	0	0	0	58	0	0	0	145	75	145	145	75	75	75	75	145	0	0
288	Chaos Hydra	Hydra C	76	557	232	4909	200D10+L5	1	N	Short	Aggress	2	260	80	0	0	Phys	55D55+44	Ener	0	0	0	0	76	0	0	0	160	90	160	160	90	90	90	90	160	0	0
289	Lich	Lich A	24	199	168	871	10%10D20+L3Misc	0	N	Med	Aggress	4	180	90	DC	0	Fire	31D31+8	Fire	0	0	0	0	24	"Toxic Cloud,E,4"	0	0	95	25	95	95	Imm	25	95	25	95	0	0
290	Power Lich	Lich B	31	226	183	1219	10%15D20+L4Misc	0	N	Med	Aggress	4	200	80	DC	DrainSPx5	Air	35D35+26	Air	0	0	0	0	31	"Shrapmetal,M,9"	0	0	110	40	110	110	Imm	40	110	40	110	0	0
291	Lich King	Lich C	40	258	198	1706	30%30D20+L5Misc	0	N	Short	Suicidal	4	220	70	DC	Insanex3	Dark	40D40+15	Dark	0	0	0	0	40	"Dragon Breath,M,5"	0	"Pain Reflection,M,12"	125	55	125	125	Imm	55	125	55	125	0	0
292	Sorcerer	Mage A	30	230	170	1250	10%15D12+L3Staff	1	N	Med	Aggress	4	200	90	0	0	Light	34D35+21	Light	0	0	0	0	30	"Dispel Magic,E,4"	0	0	130	130	130	130	60	130	130	Imm	130	0	"Summon,air,Elemental Light A"
293	Wizard	Mage B	39	262	185	1750	10%25D12+L4Staff	1	N	Med	Aggress	4	220	80	0	0	Light	39D40+15	Light	0	0	0	0	39	"Dispel Magic,M,8"	0	"Hour of Power,M,8"	145	145	145	145	75	145	145	Imm	145	0	"Summon,air,Elemental Light B"
294	Archmage	Mage C	50	299	200	2450	30%40D12+L5Staff	1	N	Short	Aggress	4	240	70	0	0	Light	44D45+39	Light	0	0	0	0	50	"Hour of Power,M,12"	0	"Day of Protection,M,12"	160	160	160	160	90	160	160	Imm	160	0	"Summon,air,Elemental Light C"
295	Minicore	Manticore A	22	143	190	724	10D6	1	N	Long	Normal	3	260	90	DR	Poison2x3	Phys	29D30+18	Fire	0	0	0	0	22	0	0	0	130	95	60	95	95	25	95	95	95	0	0
296	Manticore 	Manticore B	28	163	205	1013	15D6	1	N	Med	Aggress	3	280	80	DR	Poison3x3	Phys	33D34+8	Fire	0	0	0	0	28	0	0	0	145	110	75	110	110	40	110	110	110	0	0
297	Scorpicore	Manticore C	37	185	220	1418	30D6	1	N	Short	Suicidal	3	300	70	DR	Poison3x4	Phys	38D39+12	Fire	0	0	0	0	37	0	0	0	160	125	90	125	125	55	125	125	125	0	0
298	Medusa	Medusa A	32	254	190	1387	10%10D20+L3Misc	1	N	Med	Normal	2	200	80	0	Stone	Phys	35D36+32	Arrow	0	0	0	0	32	0	0	0	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	0	0
299	Queen Medusa	Medusa B	41	289	205	1941	10%15D20+L4Misc	1	N	Med	Aggress	2	220	80	0	Stone	Phys	40D41+15	Arrow	0	0	0	0	41	0	0	0	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	0	0
300	Empress Medusa	Medusa C	54	330	220	2717	30%30D20+L5Misc	1	N	Short	Suicidal	2	240	70	0	Stonex2	Phys	46D47+18	Arrow	0	0	0	0	54	0	0	0	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	Imm	0	0
301	Minotaur	AMinotaur A	48	526	219	3715	10%10D20+L4Axe	1	N	Long	Normal	2	250	80	0	0	Phys	44D44+2	0	0	0	0	0	48	0	0	0	130	60	130	130	60	60	130	60	130	0	0
302	Minotaur Headsman	AMinotaur B	62	599	234	5201	10%20D20+L5Axe	1	N	Med	Aggress	2	260	70	0	Insanex3	Phys	50D50+3	0	0	0	0	0	62	0	0	"Pain Reflection,M,4"	145	75	145	145	75	75	145	75	145	0	0
303	Minotaur Lord	AMinotaur C	81	683	249	7281	20%50D20+L6Axe	1	N	Short	Suicidal	2	300	60	0	Dead	Phys	57D57+22	0	0	0	0	0	81	0	0	"Pain Reflection,M,4"	160	90	160	160	90	90	160	90	160	0	0
304	Monk	Monk A	14	77	190	357	5%L1Misc	1	N	Long	Normal	2	200	100	M	0	Phys	23D24+13	0	0	0	0	0	14	0	0	0	30	30	30	30	0	37	37	107	0	0	0
305	Initiate	Monk B	18	87	205	499	5%L2Misc	1	N	Long	Aggress	2	220	90	M	0	Phys	26D27+24	0	0	0	0	0	18	"Harm,E,9"	0	0	50	50	50	50	10	57	57	110	10	0	0
306	Master	Monk C	23	100	220	698	10%L3Misc	1	N	Long	Suicidal	2	240	80	M	0	Phys	30D30+28	0	0	0	0	0	23	"Mind Blast,E,18"	0	0	64	64	64	64	20	95	95	113	20	0	0
307	Necromancer	Necromancer A	30	230	189	1250	10%15D12+L3Boots	1	N	Med	Aggress	4	200	90	P	0	Dark	34D35+21	Dark	0	0	0	0	30	"Toxic Cloud,E,3"	0	0	130	130	130	60	130	60	60	60	Imm	0	"Summon,ground,Ghost A"
308	Speaker for the Dead	Necromancer B	39	262	204	1750	10%25D12+L4Boots	1	N	Med	Aggress	4	220	80	P	0	Dark	39D40+15	Dark	0	0	0	0	39	"Shrapmetal,M,7"	0	"Pain Reflection,M,7"	145	145	145	75	145	75	75	75	Imm	0	"Summon,ground,Ghost B"
309	Queen of the Dead	Necromancer C	50	299	219	2450	30%40D12+L5Boots	1	N	Short	Aggress	4	240	70	P	0	Dark	44D45+39	Dark	0	0	0	0	50	"Dragon Breath,M,5"	0	"Pain Reflection,M,10"	160	160	160	90	160	90	90	90	Imm	0	"Summon,ground,Ghost C"
310	Emerald Ooze	Ooze A	15	82	0	376	5%L2	0	N	Free	Normal	1	120	100	0	0	Phys	24D25+5	0	0	0	0	0	15	0	0	0	0	0	0	0	Imm	Imm	0	0	0	Imm	0
311	Sapphire Ooze	Ooze B	19	93	0	526	5%L3	0	N	Free	Suicidal	1	140	100	0	0	Phys	27D28+11	0	0	0	0	0	19	"Toxic Cloud,E,1"	0	0	10	10	10	10	Imm	Imm	10	10	10	Imm	0
312	Bloodstone Ooze	Ooze C	25	106	0	736	5%L4	0	N	Free	Suicidal	1	160	100	0	0	Phys	31D32+17	0	0	0	0	0	25	"Toxic Cloud,E,2"	0	0	20	20	20	20	Imm	Imm	20	20	20	Imm	0
313	Peasant	Peasant Dwarf FemaleA A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
314	Peasant	Peasant Dwarf FemaleA B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
315	Peasant	Peasant Dwarf FemaleA C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
316	Peasant	Peasant Dwarf FemaleB A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
317	Peasant	Peasant Dwarf FemaleB B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
318	Peasant	Peasant Dwarf FemaleB C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
319	Peasant	Peasant Dwarf FemaleC A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
320	Peasant	Peasant Dwarf FemaleC B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
321	Peasant	Peasant Dwarf FemaleC C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
322	Peasant	Peasant Dwarf MaleA A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	Peasant	Peasant Dwarf MaleA B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
324	Peasant	Peasant Dwarf MaleA C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325	Peasant	Peasant Dwarf MaleB A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326	Peasant	Peasant Dwarf MaleB B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
327	Peasant	Peasant Dwarf MaleB C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
328	Peasant	Peasant Dwarf MaleC A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
329	Peasant	Peasant Dwarf MaleC B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
330	Peasant	Peasant Dwarf MaleC C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
331	Peasant	Peasant Elf FemaleA A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
332	Peasant	Peasant Elf FemaleA B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
333	Peasant	Peasant Elf FemaleA C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
334	Peasant	Peasant Elf FemaleB A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
335	Peasant	Peasant Elf FemaleB B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
336	Peasant	Peasant Elf FemaleB C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
337	Peasant	Peasant Elf FemaleC A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
338	Peasant	Peasant Elf FemaleC B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
339	Peasant	Peasant Elf FemaleC C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340	Peasant	Peasant Elf MaleA A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
341	Peasant	Peasant Elf MaleA B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
342	Peasant	Peasant Elf MaleA C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
343	Peasant	Peasant Elf MaleB A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
344	Peasant	Peasant Elf MaleB B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
345	Peasant	Peasant Elf MaleB C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
346	Peasant	Peasant Elf MaleC A	1	5	0	16	2D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
347	Peasant	Peasant Elf MaleC B	1	5	0	22	3D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
348	Peasant	Peasant Elf MaleC C	1	6	0	30	4D6	1	N	Long	Wimp	4	140	100	0	0	Phys	6D6+4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
